Время, сек;Давление (избыточное), кПа;Температура,°С
1242;4813,5;0,77
1243;4813,12;0,77
1244;4812,74;0,77
1245;4812,36;0,77
1246;4811,98;0,77
1247;4811,21;0,77
1248;4810,83;0,77
1249;4810,45;0,77
1250;4810,07;0,77
1251;4809,69;0,77
1252;4809,69;0,77
1253;4809,69;0,77
1254;4809,3;0,77
1255;4808,92;0,77
1256;4808,54;0,78
1257;4808,16;0,78
1258;4807,78;0,78
1259;4807,4;0,78
1260;4807,4;0,78
1261;4806,63;0,78
1262;4806,63;0,78
1263;4806,25;0,78
1264;4805,87;0,78
1265;4805,87;0,78
1266;4805,49;0,78
1267;4805,87;0,78
1268;4805,11;0,78
1269;4805,11;0,78
1270;4804,72;0,78
1271;4804,34;0,78
1272;4803,96;0,78
1273;4803,58;0,78
1274;4802,82;0,78
1275;4802,43;0,78
1276;4802,05;0,78
1277;4801,67;0,78
1278;4801,29;0,78
1279;4800,91;0,78
1280;4800,91;0,79
1281;4800,91;0,78
1282;4800,53;0,78
1283;4800,14;0,79
1284;4799,76;0,79
1285;4799,38;0,79
1286;4799;0,79
1287;4799;0,79
1288;4798,24;0,79
1289;4797,85;0,79
1290;4797,85;0,79
1291;4797,09;0,79
1292;4796,71;0,79
1293;4796,71;0,79
1294;4796,33;0,79
1295;4796,33;0,79
1296;4796,33;0,79
1297;4795,95;0,8
1298;4795,56;0,8
1299;4795,18;0,8
1300;4794,8;0,8
1301;4794,42;0,8
1302;4794,04;0,79
1303;4793,66;0,79
1304;4793,27;0,79
1305;4792,89;0,79
1306;4792,51;0,79
1307;4792,13;0,79
1308;4792,13;0,79
1309;4791,75;0,8
1310;4791,75;0,8
1311;4791,75;0,8
1312;4790,98;0,8
1313;4790,98;0,8
1314;4790,6;0,8
1315;4790,22;0,8
1316;4789,84;0,79
1317;4789,46;0,79
1318;4789,08;0,79
1319;4788,31;0,79
1320;4787,93;0,8
1321;4787,93;0,8
1322;4787,17;0,8
1323;4787,17;0,79
1324;4786,79;0,8
1325;4787,17;0,8
1326;4786,79;0,8
1327;4786,79;0,8
1328;4786,4;0,8
1329;4786,02;0,8
1330;4785,64;0,8
1331;4785,26;0,8
1332;4784,88;0,8
1333;4784,5;0,8
1334;4784,5;0,8
1335;4784,11;0,8
1336;4783,73;0,79
1337;4783,35;0,79
1338;4782,97;0,79
1339;4782,97;0,8
1340;4782,97;0,8
1341;4782,97;0,8
1342;4782,59;0,8
1343;4781,82;0,8
1344;4781,44;0,8
1345;4781,44;0,8
1346;4780,68;0,8
1347;4780,3;0,8
1348;4779,92;0,8
1349;4779,53;0,8
1350;4779,15;0,8
1351;4778,77;0,8
1352;4778,39;0,81
1353;4778,01;0,81
1354;4777,63;0,81
1355;4777,63;0,81
1356;4777,63;0,82
1357;4777,24;0,82
1358;4776,86;0,82
1359;4776,48;0,82
1360;4775,72;0,82
1361;4775,72;0,82
1362;4774,95;0,82
1363;4774,19;0,82
1364;4773,81;0,82
1365;4773,43;0,82
1366;4773,05;0,82
1367;4772,66;0,82
1368;4772,28;0,82
1369;4771,9;0,82
1370;4771,9;0,82
1371;4771,9;0,82
1372;4771,9;0,82
1373;4771,14;0,82
1374;4771,14;0,82
1375;4770,76;0,82
1376;4770,37;0,82
1377;4769,99;0,82
1378;4769,61;0,82
1379;4769,61;0,82
1380;4768,85;0,82
1381;4768,47;0,82
1382;4768,47;0,82
1383;4768,08;0,82
1384;4767,32;0,82
1385;4767,32;0,81
1386;4767,32;0,81
1387;4767,32;0,81
1388;4767,32;0,81
1389;4766,94;0,82
1390;4766,94;0,82
1391;4766,18;0,82
1392;4765,79;0,82
1393;4765,41;0,82
1394;4765,03;0,82
1395;4764,65;0,82
1396;4764,27;0,82
1397;4763,5;0,83
1398;4763,12;0,83
1399;4762,74;0,83
1400;4762,36;0,83
1401;4762,36;0,83
1402;4762,36;0,83
1403;4762,36;0,83
1404;4761,98;0,83
1405;4761,6;0,84
1406;4761,21;0,84
1407;4761,21;0,84
1408;4760,45;0,84
1409;4760,45;0,84
1410;4760,07;0,84
1411;4759,31;0,84
1412;4758,92;0,84
1413;4758,54;0,84
1414;4758,16;0,84
1415;4757,78;0,84
1416;4757,4;0,84
1417;4757,4;0,83
1418;4757,4;0,83
1419;4757,4;0,83
1420;4757,02;0,83
1421;4756,25;0,83
1422;4756,25;0,83
1423;4755,87;0,83
1424;4755,49;0,83
1425;4755,11;0,83
1426;4754,73;0,83
1427;4754,73;0,83
1428;4753,96;0,83
1429;4753,58;0,83
1430;4753,58;0,83
1431;4753,2;0,83
1432;4753,2;0,83
1433;4753,2;0,83
1434;4753,2;0,83
1435;4752,82;0,83
1436;4752,44;0,83
1437;4752,44;0,83
1438;4751,67;0,83
1439;4751,29;0,84
1440;4750,91;0,84
1441;4750,53;0,84
1442;4750,15;0,84
1443;4749,76;0,84
1444;4749,38;0,84
1445;4748,62;0,84
1446;4748,62;0,84
1447;4748,24;0,84
1448;4748,24;0,84
1449;4748,24;0,84
1450;4748,24;0,84
1451;4748,24;0,84
1452;4748,24;0,84
1453;4748,24;0,83
1454;4747,86;0,84
1455;4747,47;0,84
1456;4747,09;0,84
1457;4747,09;0,83
1458;4746,71;0,83
1459;4746,33;0,83
1460;4745,95;0,83
1461;4745,95;0,83
1462;4745,18;0,84
1463;4744,8;0,84
1464;4744,8;0,84
1465;4744,42;0,84
1466;4744,42;0,84
1467;4744,42;0,84
1468;4744,42;0,84
1469;4744,04;0,84
1470;4743,66;0,84
1471;4743,28;0,84
1472;4742,89;0,84
1473;4742,13;0,84
1474;4742,13;0,85
1475;4741,75;0,85
1476;4741,37;0,85
1477;4740,99;0,85
1478;4740,6;0,84
1479;4739,84;0,85
1480;4739,84;0,85
1481;4739,46;0,84
1482;4739,46;0,84
1483;4739,08;0,84
1484;4739,08;0,84
1485;4739,08;0,84
1486;4738,7;0,84
1487;4738,31;0,85
1488;4737,93;0,85
1489;4737,55;0,85
1490;4736,79;0,85
1491;4736,41;0,85
1492;4736,02;0,85
1493;4735,64;0,84
1494;4735,26;0,84
1495;4734,88;0,84
1496;4734,88;0,84
1497;4734,12;0,84
1498;4734,12;0,84
1499;4734,12;0,84
1500;4734,12;0,84
1501;4734,12;0,84
1502;4733,73;0,84
1503;4733,35;0,84
1504;4732,97;0,84
1505;4732,59;0,84
1506;4732,21;0,84
1507;4731,83;0,84
1508;4731,44;0,84
1509;4731,06;0,85
1510;4730,68;0,84
1511;4730,3;0,84
1512;4730,3;0,84
1513;4729,92;0,84
1514;4729,54;0,84
1515;4729,54;0,84
1516;4729,54;0,84
1517;4729,54;0,84
1518;4729,54;0,84
1519;4729,15;0,85
1520;4728,77;0,84
1521;4728,39;0,84
1522;4728,01;0,84
1523;4727,63;0,84
1524;4726,86;0,84
1525;4726,86;0,84
1526;4726,48;0,84
1527;4725,72;0,84
1528;4725,34;0,84
1529;4725,34;0,85
1530;4724,96;0,85
1531;4724,57;0,85
1532;4724,57;0,85
1533;4724,96;0,85
1534;4724,96;0,85
1535;4724,96;0,85
1536;4724,57;0,86
1537;4724,57;0,85
1538;4723,81;0,85
1539;4723,81;0,85
1540;4723,43;0,85
1541;4723,05;0,85
1542;4722,67;0,85
1543;4722,28;0,85
1544;4721,9;0,85
1545;4721,52;0,85
1546;4721,14;0,85
1547;4720,76;0,85
1548;4720,76;0,85
1549;4720,76;0,85
1550;4720,76;0,85
1551;4720,76;0,85
1552;4720,38;0,85
1553;4720,38;0,85
1554;4719,99;0,85
1555;4719,61;0,85
1556;4719,23;0,85
1557;4719,23;0,85
1558;4718,47;0,85
1559;4718,09;0,85
1560;4718,09;0,85
1561;4717,7;0,85
1562;4716,94;0,84
1563;4716,56;0,84
1564;4716,18;0,84
1565;4715,8;0,84
1566;4715,8;0,84
1567;4715,8;0,84
1568;4715,8;0,85
1569;4715,41;0,85
1570;4715,03;0,85
1571;4714,65;0,85
1572;4714,27;0,85
1573;4713,89;0,85
1574;4713,89;0,85
1575;4713,12;0,85
1576;4713,12;0,85
1577;4712,74;0,85
1578;4712,36;0,85
1579;4711,6;0,85
1580;4711,22;0,85
1581;4710,83;0,85
1582;4710,83;0,85
1583;4710,83;0,85
1584;4710,83;0,85
1585;4710,45;0,85
1586;4710,45;0,85
1587;4710,07;0,85
1588;4710,07;0,85
1589;4709,31;0,85
1590;4708,93;0,85
1591;4708,54;0,85
1592;4708,16;0,85
1593;4707,78;0,85
1594;4707,4;0,85
1595;4707,02;0,85
1596;4706,64;0,85
1597;4706,25;0,85
1598;4705,87;0,85
1599;4705,49;0,85
1600;4705,49;0,85
1601;4705,49;0,85
1602;4705,49;0,85
1603;4705,49;0,85
1604;4705,49;0,86
1605;4705,49;0,86
1606;4704,73;0,85
1607;4704,35;0,86
1608;4704,35;0,85
1609;4703,58;0,85
1610;4703,2;0,85
1611;4702,82;0,85
1612;4702,82;0,85
1613;4702,06;0,85
1614;4701,67;0,85
1615;4701,29;0,85
1616;4700,91;0,85
1617;4700,91;0,85
1618;4700,91;0,85
1619;4700,91;0,86
1620;4700,91;0,86
1621;4700,91;0,86
1622;4700,91;0,85
1623;4700,53;0,85
1624;4700,53;0,85
1625;4700,15;0,85
1626;4699,77;0,85
1627;4699,38;0,85
1628;4699;0,85
1629;4699;0,85
1630;4698,24;0,86
1631;4698,24;0,86
1632;4697,86;0,86
1633;4697,48;0,86
1634;4697,09;0,86
1635;4696,71;0,86
1636;4696,71;0,86
1637;4696,71;0,86
1638;4696,71;0,86
1639;4696,71;0,86
1640;4696,71;0,86
1641;4696,33;0,86
1642;4695,95;0,87
1643;4695,57;0,86
1644;4695,19;0,86
1645;4694,8;0,86
1646;4694,42;0,86
1647;4694,04;0,86
1648;4693,66;0,86
1649;4693,28;0,86
1650;4692,52;0,86
1651;4692,13;0,86
1652;4691,75;0,86
1653;4691,75;0,86
1654;4691,37;0,86
1655;4691,37;0,86
1656;4691,37;0,86
1657;4691,37;0,86
1658;4691,37;0,86
1659;4691,37;0,86
1660;4690,99;0,86
1661;4690,61;0,86
1662;4690,61;0,86
1663;4690,23;0,86
1664;4689,84;0,86
1665;4689,46;0,85
1666;4689,08;0,85
1667;4688,7;0,85
1668;4688,7;0,85
1669;4688,32;0,85
1670;4688,32;0,85
1671;4687,55;0,85
1672;4687,55;0,85
1673;4687,55;0,85
1674;4687,17;0,85
1675;4687,17;0,85
1676;4687,17;0,85
1677;4686,79;0,85
1678;4686,03;0,85
1679;4685,65;0,85
1680;4685,65;0,85
1681;4684,88;0,85
1682;4684,5;0,85
1683;4684,12;0,85
1684;4683,74;0,85
1685;4683,36;0,86
1686;4682,97;0,86
1687;4682,59;0,85
1688;4682,21;0,85
1689;4682,21;0,85
1690;4682,21;0,85
1691;4682,21;0,85
1692;4682,21;0,85
1693;4682,21;0,85
1694;4682,21;0,85
1695;4682,21;0,85
1696;4682,21;0,85
1697;4682,21;0,85
1698;4681,45;0,85
1699;4681,07;0,85
1700;4681,07;0,86
1701;4680,68;0,86
1702;4679,92;0,86
1703;4679,92;0,86
1704;4679,54;0,86
1705;4678,78;0,85
1706;4678,39;0,85
1707;4678,39;0,85
1708;4678,01;0,85
1709;4677,63;0,85
1710;4678,01;0,85
1711;4678,01;0,85
1712;4678,01;0,85
1713;4678,01;0,86
1714;4678,01;0,86
1715;4677,63;0,86
1716;4677,25;0,86
1717;4676,87;0,86
1718;4676,87;0,86
1719;4676,1;0,86
1720;4675,72;0,86
1721;4675,72;0,86
1722;4674,96;0,85
1723;4674,58;0,85
1724;4674,2;0,86
1725;4674,2;0,86
1726;4673,43;0,86
1727;4673,05;0,86
1728;4673,05;0,86
1729;4673,05;0,86
1730;4673,05;0,86
1731;4673,05;0,86
1732;4673,05;0,86
1733;4672,67;0,86
1734;4672,29;0,86
1735;4671,91;0,86
1736;4671,52;0,86
1737;4671,14;0,86
1738;4670,76;0,86
1739;4670,38;0,86
1740;4670;0,86
1741;4669,62;0,86
1742;4669,62;0,86
1743;4668,85;0,86
1744;4668,85;0,86
1745;4668,47;0,87
1746;4668,47;0,86
1747;4668,47;0,86
1748;4668,47;0,86
1749;4668,47;0,86
1750;4668,47;0,86
1751;4668,47;0,86
1752;4668,47;0,86
1753;4668,09;0,86
1754;4668,09;0,86
1755;4667,71;0,86
1756;4666,94;0,86
1757;4666,56;0,86
1758;4666,18;0,86
1759;4665,8;0,86
1760;4665,42;0,86
1761;4665,04;0,86
1762;4664,65;0,86
1763;4664,27;0,86
1764;4663,89;0,86
1765;4663,51;0,86
1766;4663,51;0,86
1767;4663,51;0,86
1768;4663,51;0,86
1769;4663,51;0,86
1770;4663,51;0,86
1771;4663,51;0,86
1772;4663,13;0,86
1773;4662,36;0,86
1774;4661,98;0,86
1775;4661,98;0,86
1776;4661,6;0,86
1777;4660,84;0,86
1778;4660,46;0,86
1779;4660,07;0,86
1780;4659,31;0,86
1781;4658,93;0,86
1782;4658,55;0,86
1783;4658,17;0,86
1784;4658,17;0,86
1785;4658,17;0,86
1786;4658,17;0,86
1787;4658,17;0,86
1788;4658,17;0,86
1789;4658,17;0,86
1790;4658,17;0,86
1791;4657,78;0,86
1792;4657,4;0,86
1793;4657,4;0,86
1794;4656,64;0,86
1795;4656,26;0,86
1796;4656,26;0,87
1797;4655,49;0,87
1798;4655,11;0,86
1799;4655,11;0,87
1800;4654,73;0,86
1801;4653,97;0,86
1802;4653,97;0,87
1803;4653,59;0,87
1804;4653,59;0,87
1805;4653,59;0,87
1806;4653,59;0,87
1807;4653,59;0,87
1808;4653,59;0,87
1809;4653,59;0,87
1810;4653,59;0,87
1811;4653,2;0,87
1812;4652,82;0,87
1813;4652,82;0,87
1814;4652,06;0,88
1815;4651,68;0,87
1816;4651,68;0,87
1817;4651,3;0,87
1818;4650,53;0,87
1819;4650,15;0,87
1820;4650,15;0,87
1821;4649,39;0,87
1822;4649,01;0,87
1823;4648,62;0,87
1824;4648,62;0,87
1825;4648,62;0,87
1826;4648,62;0,87
1827;4648,62;0,87
1828;4648,62;0,87
1829;4648,24;0,87
1830;4647,86;0,88
1831;4647,86;0,88
1832;4647,1;0,87
1833;4647,1;0,87
1834;4646,72;0,87
1835;4646,33;0,87
1836;4645,95;0,87
1837;4645,57;0,87
1838;4645,19;0,87
1839;4644,81;0,87
1840;4644,43;0,87
1841;4644,43;0,87
1842;4644,43;0,87
1843;4644,43;0,87
1844;4644,43;0,87
1845;4644,43;0,87
1846;4644,43;0,87
1847;4644,43;0,87
1848;4644,43;0,87
1849;4644,04;0,87
1850;4643,66;0,87
1851;4643,66;0,87
1852;4642,9;0,87
1853;4642,52;0,87
1854;4642,14;0,87
1855;4641,75;0,87
1856;4641,37;0,87
1857;4640,99;0,87
1858;4640,99;0,87
1859;4640,23;0,88
1860;4639,85;0,87
1861;4639,85;0,87
1862;4639,85;0,87
1863;4639,85;0,87
1864;4639,85;0,87
1865;4639,85;0,87
1866;4639,85;0,87
1867;4639,85;0,87
1868;4639,85;0,87
1869;4639,08;0,87
1870;4638,7;0,87
1871;4638,32;0,87
1872;4637,94;0,87
1873;4637,17;0,87
1874;4636,79;0,87
1875;4636,41;0,87
1876;4635,65;0,87
1877;4635,65;0,87
1878;4635,27;0,87
1879;4634,5;0,87
1880;4634,12;0,87
1881;4634,12;0,87
1882;4634,12;0,87
1883;4634,12;0,87
1884;4634,12;0,87
1885;4634,12;0,87
1886;4633,74;0,87
1887;4633,74;0,87
1888;4633,74;0,87
1889;4633,74;0,87
1890;4632,98;0,87
1891;4632,98;0,87
1892;4632,59;0,87
1893;4631,83;0,87
1894;4631,45;0,87
1895;4631,45;0,87
1896;4631,07;0,87
1897;4630,3;0,86
1898;4630,3;0,87
1899;4629,92;0,87
1900;4629,54;0,87
1901;4629,16;0,87
1902;4629,54;0,87
1903;4629,54;0,87
1904;4629,54;0,87
1905;4629,54;0,86
1906;4629,54;0,86
1907;4629,92;0,86
1908;4629,92;0,87
1909;4629,54;0,87
1910;4629,16;0,87
1911;4628,78;0,87
1912;4628,4;0,87
1913;4628,4;0,87
1914;4627,63;0,87
1915;4627,25;0,87
1916;4627,25;0,87
1917;4626,49;0,87
1918;4626,11;0,87
1919;4626,11;0,87
1920;4625,34;0,87
1921;4625,34;0,87
1922;4625,34;0,87
1923;4625,34;0,87
1924;4624,96;0,87
1925;4624,96;0,87
1926;4624,96;0,87
1927;4624,96;0,87
1928;4624,96;0,87
1929;4624,58;0,87
1930;4624,2;0,87
1931;4623,43;0,87
1932;4623,43;0,87
1933;4623,05;0,87
1934;4622,29;0,87
1935;4621,91;0,86
1936;4621,53;0,86
1937;4621,14;0,86
1938;4620,76;0,86
1939;4620,38;0,87
1940;4620;0,87
1941;4619,62;0,87
1942;4619,62;0,87
1943;4619,62;0,87
1944;4619,62;0,87
1945;4619,62;0,87
1946;4619,62;0,87
1947;4620;0,87
1948;4620;0,87
1949;4620;0,87
1950;4619,62;0,87
1951;4619,24;0,87
1952;4618,85;0,87
1953;4618,85;0,87
1954;4618,47;0,87
1955;4618,09;0,87
1956;4617,71;0,87
1957;4617,33;0,87
1958;4616,56;0,87
1959;4616,18;0,87
1960;4615,8;0,87
1961;4615,42;0,87
1962;4615,42;0,87
1963;4615,42;0,87
1964;4615,42;0,87
1965;4615,42;0,87
1966;4615,42;0,87
1967;4615,42;0,87
1968;4615,42;0,87
1969;4615,42;0,87
1970;4615,04;0,87
1971;4614,66;0,87
1972;4614,27;0,87
1973;4613,89;0,87
1974;4613,51;0,87
1975;4613,13;0,87
1976;4612,75;0,87
1977;4612,37;0,87
1978;4611,98;0,87
1979;4611,22;0,87
1980;4610,84;0,87
1981;4610,84;0,87
1982;4610,46;0,87
1983;4610,46;0,87
1984;4610,84;0,87
1985;4610,46;0,87
1986;4610,46;0,87
1987;4610,46;0,87
1988;4610,46;0,87
1989;4610,46;0,87
1990;4610,46;0,87
1991;4610,08;0,87
1992;4609,31;0,87
1993;4608,93;0,87
1994;4608,93;0,87
1995;4608,55;0,87
1996;4608,17;0,87
1997;4607,79;0,87
1998;4607,4;0,87
1999;4607,02;0,87
2000;4606,64;0,87
2001;4606,26;0,87
2002;4605,88;0,87
2003;4606,26;0,87
2004;4606,26;0,87
2005;4606,26;0,87
2006;4606,26;0,87
2007;4606,26;0,87
2008;4606,26;0,87
2009;4606,26;0,87
2010;4605,88;0,87
2011;4605,5;0,87
2012;4605,11;0,87
2013;4604,73;0,87
2014;4604,35;0,87
2015;4603,97;0,87
2016;4603,59;0,87
2017;4603,21;0,87
2018;4602,82;0,87
2019;4602,44;0,87
2020;4602,06;0,87
2021;4601,68;0,87
2022;4601,3;0,87
2023;4601,3;0,87
2024;4601,68;0,87
2025;4601,68;0,87
2026;4601,68;0,87
2027;4601,68;0,87
2028;4601,3;0,88
2029;4601,3;0,88
2030;4601,3;0,88
2031;4601,3;0,88
2032;4601,3;0,88
2033;4600,53;0,88
2034;4600,15;0,88
2035;4599,77;0,88
2036;4599,77;0,88
2037;4599,01;0,88
2038;4598,63;0,88
2039;4598,24;0,88
2040;4597,48;0,88
2041;4597,48;0,88
2042;4597,1;0,88
2043;4596,72;0,88
2044;4596,34;0,88
2045;4596,34;0,88
2046;4596,34;0,88
2047;4596,34;0,88
2048;4596,34;0,88
2049;4596,34;0,88
2050;4596,34;0,88
2051;4596,34;0,88
2052;4596,34;0,88
2053;4596,34;0,88
2054;4596,34;0,88
2055;4595,95;0,88
2056;4595,95;0,89
2057;4595,19;0,89
2058;4594,81;0,89
2059;4594,81;0,89
2060;4594,43;0,89
2061;4593,66;0,89
2062;4593,28;0,89
2063;4592,9;0,89
2064;4592,14;0,89
2065;4591,76;0,89
2066;4591,76;0,89
2067;4591,37;0,89
2068;4591,37;0,89
2069;4590,99;0,89
2070;4590,99;0,89
2071;4590,99;0,89
2072;4590,99;0,89
2073;4590,99;0,89
2074;4590,99;0,89
2075;4590,61;0,89
2076;4590,61;0,89
2077;4590,23;0,89
2078;4589,85;0,88
2079;4589,47;0,89
2080;4589,08;0,88
2081;4588,7;0,88
2082;4588,32;0,88
2083;4588,32;0,89
2084;4587,56;0,89
2085;4587,18;0,89
2086;4587,18;0,89
2087;4586,79;0,88
2088;4586,79;0,88
2089;4586,79;0,88
2090;4586,79;0,88
2091;4586,79;0,88
2092;4586,79;0,88
2093;4586,79;0,88
2094;4586,79;0,88
2095;4587,18;0,88
2096;4586,79;0,88
2097;4586,41;0,88
2098;4585,65;0,88
2099;4585,65;0,88
2100;4585,27;0,88
2101;4584,89;0,88
2102;4584,12;0,88
2103;4583,74;0,88
2104;4583,74;0,88
2105;4582,98;0,88
2106;4582,6;0,88
2107;4582,6;0,88
2108;4582,21;0,88
2109;4582,21;0,88
2110;4582,21;0,88
2111;4582,21;0,88
2112;4582,21;0,88
2113;4582,21;0,88
2114;4582,21;0,88
2115;4582,21;0,89
2116;4582,21;0,89
2117;4581,83;0,89
2118;4581,83;0,89
2119;4581,07;0,89
2120;4580,69;0,89
2121;4580,69;0,89
2122;4579,92;0,89
2123;4579,92;0,89
2124;4579,54;0,89
2125;4579,16;0,89
2126;4578,78;0,89
2127;4578,4;0,89
2128;4578,4;0,89
2129;4577,63;0,89
2130;4577,63;0,89
2131;4577,63;0,89
2132;4577,63;0,89
2133;4577,63;0,89
2134;4577,63;0,89
2135;4577,63;0,89
2136;4578,02;0,89
2137;4578,02;0,89
2138;4578,02;0,89
2139;4578,02;0,89
2140;4577,63;0,89
2141;4577,25;0,89
2142;4577,25;0,89
2143;4576,49;0,89
2144;4576,11;0,89
2145;4575,73;0,89
2146;4575,34;0,89
2147;4574,96;0,89
2148;4574,58;0,89
2149;4574,2;0,89
2150;4573,82;0,89
2151;4573,44;0,89
2152;4573,05;0,89
2153;4573,05;0,89
2154;4573,05;0,89
2155;4573,05;0,89
2156;4573,05;0,89
2157;4573,05;0,89
2158;4573,05;0,89
2159;4573,05;0,89
2160;4573,05;0,89
2161;4572,67;0,89
2162;4572,67;0,89
2163;4572,29;0,89
2164;4572,29;0,89
2165;4571,91;0,89
2166;4571,91;0,89
2167;4571,53;0,89
2168;4571,15;0,89
2169;4571,15;0,89
2170;4570,76;0,89
2171;4570,38;0,89
2172;4570,38;0,89
2173;4570;0,89
2174;4570;0,89
2175;4570;0,89
2176;4570;0,89
2177;4569,62;0,89
2178;4569,62;0,89
2179;4569,62;0,89
2180;4569,62;0,89
2181;4569,62;0,89
2182;4569,62;0,89
2183;4569,62;0,89
2184;4569,24;0,89
2185;4569,24;0,89
2186;4568,86;0,89
2187;4568,09;0,89
2188;4567,71;0,89
2189;4567,71;0,89
2190;4566,95;0,9
2191;4566,57;0,89
2192;4566,57;0,89
2193;4566,18;0,89
2194;4565,42;0,89
2195;4565,04;0,9
2196;4565,04;0,9
2197;4565,04;0,9
2198;4565,04;0,9
2199;4565,04;0,9
2200;4565,04;0,9
2201;4565,04;0,9
2202;4565,04;0,9
2203;4565,04;0,9
2204;4565,04;0,9
2205;4565,04;0,9
2206;4564,66;0,9
2207;4564,28;0,9
2208;4563,89;0,89
2209;4563,51;0,9
2210;4563,13;0,89
2211;4562,75;0,9
2212;4562,37;0,9
2213;4561,99;0,9
2214;4561,6;0,9
2215;4561,22;0,9
2216;4561,22;0,9
2217;4560,84;0,9
2218;4560,84;0,9
2219;4560,84;0,9
2220;4560,84;0,9
2221;4560,84;0,9
2222;4560,84;0,9
2223;4560,84;0,9
2224;4560,84;0,9
2225;4560,84;0,9
2226;4560,84;0,9
2227;4560,84;0,9
2228;4560,84;0,9
2229;4560,46;0,9
2230;4560,08;0,9
2231;4559,31;0,9
2232;4558,93;0,9
2233;4558,55;0,9
2234;4558,17;0,9
2235;4557,79;0,9
2236;4557,41;0,9
2237;4557,02;0,9
2238;4556,64;0,89
2239;4556,26;0,89
2240;4555,88;0,89
2241;4555,5;0,9
2242;4555,5;0,9
2243;4555,5;0,9
2244;4555,5;0,9
2245;4555,5;0,9
2246;4555,5;0,9
2247;4555,5;0,9
2248;4555,12;0,9
2249;4555,12;0,9
2250;4555,12;0,9
2251;4554,73;0,9
2252;4554,35;0,9
2253;4553,97;0,9
2254;4553,59;0,9
2255;4553,21;0,9
2256;4552,83;0,9
2257;4552,44;0,9
2258;4552,06;0,9
2259;4551,68;0,9
2260;4551,3;0,9
2261;4550,92;0,9
2262;4550,15;0,89
2263;4550,15;0,89
2264;4550,15;0,9
2265;4550,15;0,9
2266;4550,15;0,89
2267;4550,15;0,89
2268;4549,77;0,89
2269;4549,77;0,9
2270;4549,77;0,9
2271;4549,77;0,9
2272;4549,77;0,9
2273;4549,77;0,9
2274;4549,39;0,9
2275;4549,01;0,91
2276;4548,63;0,9
2277;4548,25;0,9
2278;4547,86;0,9
2279;4547,48;0,9
2280;4547,1;0,9
2281;4546,72;0,91
2282;4546,72;0,91
2283;4545,96;0,9
2284;4545,96;0,9
2285;4545,57;0,9
2286;4545,57;0,9
2287;4545,57;0,9
2288;4545,57;0,9
2289;4545,57;0,9
2290;4545,57;0,9
2291;4545,57;0,9
2292;4545,57;0,9
2293;4545,57;0,9
2294;4545,57;0,9
2295;4545,57;0,9
2296;4545,57;0,9
2297;4545,19;0,9
2298;4544,81;0,9
2299;4544,81;0,9
2300;4544,05;0,9
2301;4543,67;0,9
2302;4543,28;0,9
2303;4542,9;0,9
2304;4542,52;0,9
2305;4542,14;0,9
2306;4542,14;0,9
2307;4541,38;0,9
2308;4541,38;0,9
2309;4540,99;0,9
2310;4540,99;0,9
2311;4540,99;0,9
2312;4540,99;0,9
2313;4540,99;0,9
2314;4540,99;0,9
2315;4540,99;0,9
2316;4540,99;0,9
2317;4541,38;0,9
2318;4540,99;0,9
2319;4540,99;0,9
2320;4540,61;0,9
2321;4540,61;0,9
2322;4540,23;0,9
2323;4539,85;0,9
2324;4539,09;0,9
2325;4538,7;0,9
2326;4538,32;0,9
2327;4537,94;0,9
2328;4537,56;0,9
2329;4537,18;0,9
2330;4536,8;0,9
2331;4536,03;0,9
2332;4535,65;0,9
2333;4535,65;0,9
2334;4535,65;0,9
2335;4535,65;0,9
2336;4535,65;0,9
2337;4536,03;0,9
2338;4536,03;0,9
2339;4536,03;0,9
2340;4536,03;0,9
2341;4536,41;0,9
2342;4536,03;0,9
2343;4535,65;0,9
2344;4535,27;0,9
2345;4534,89;0,9
2346;4534,51;0,9
2347;4534,12;0,9
2348;4533,74;0,9
2349;4533,36;0,9
2350;4532,98;0,9
2351;4532,22;0,9
2352;4531,83;0,9
2353;4531,83;0,9
2354;4531,45;0,9
2355;4531,45;0,9
2356;4531,45;0,9
2357;4531,45;0,9
2358;4531,07;0,9
2359;4531,07;0,9
2360;4531,07;0,9
2361;4531,07;0,9
2362;4531,07;0,9
2363;4531,07;0,9
2364;4531,07;0,9
2365;4531,07;0,9
2366;4530,69;0,9
2367;4530,31;0,9
2368;4529,93;0,9
2369;4529,54;0,9
2370;4529,16;0,9
2371;4528,78;0,9
2372;4528,4;0,9
2373;4528,02;0,9
2374;4528,02;0,9
2375;4527,25;0,9
2376;4526,87;0,9
2377;4526,87;0,9
2378;4526,49;0,9
2379;4526,49;0,9
2380;4526,49;0,9
2381;4526,49;0,9
2382;4526,87;0,9
2383;4526,87;0,9
2384;4526,87;0,9
2385;4526,87;0,9
2386;4526,87;0,9
2387;4526,87;0,9
2388;4526,87;0,9
2389;4526,87;0,9
2390;4526,49;0,9
2391;4526,11;0,9
2392;4525,73;0,9
2393;4525,35;0,9
2394;4524,96;0,9
2395;4524,58;0,9
2396;4524,2;0,9
2397;4523,82;0,9
2398;4523,44;0,9
2399;4523,06;0,9
2400;4522,67;0,9
2401;4522,29;0,9
2402;4521,91;0,9
2403;4521,91;0,9
2404;4521,91;0,9
2405;4521,91;0,9
2406;4521,53;0,9
2407;4521,53;0,9
